SalePrice,Id
113371.04,1461
137756.31,1462
171152.52,1463
185916.28,1464
183048.45,1465
167718.89,1466
180207.44,1467
158777.1,1468
181652.8,1469
100984.26,1470
194644.34,1471
120129.08,1472
106995.31,1473
149956.6,1474
123993.94,1475
317628.4,1476
222502.66,1477
262373.47,1478
252638.8,1479
419574.28,1480
314483.03,1481
194621.75,1482
172070.69,1483
161090.77,1484
167597.67,1485
190061.34,1486
305347.84,1487
224603.6,1488
180983.3,1489
225261.7,1490
188608.84,1491
80793.03,1492
190764.5,1493
265251.4,1494
278161.84,1495
211952.5,1496
186429.22,1497
150488.77,1498
162033.88,1499
152218.81,1500
175946.86,1501
142472.14,1502
294503.47,1503
236018.23,1504
216139.52,1505
182526.34,1506
255842.56,1507
179063.94,1508
148619.67,1509
134017.36,1510
129512.97,1511
167702.73,1512
147005.14,1513
150271.83,1514
214239.31,1515
147066.95,1516
158828.48,1517
115483.31,1518
220535.67,1519
125638.836,1520
121084.45,1521
163918.33,1522
105315.61,1523
110341.14,1524
112678.6,1525
96669.11,1526
97642.17,1527
143739.14,1528
131753.67,1529
182514.73,1530
127179.63,1531
117292.55,1532
154691.56,1533
130906.46,1534
158534.1,1535
116788.99,1536
51723.535,1537
178642.03,1538
180286.84,1539
115533.76,1540
133801.44,1541
139998.94,1542
191175.12,1543
74459.125,1544
109853.99,1545
119937.305,1546
133517.05,1547
135555.28,1548
103945.664,1549
116043.9,1550
98979.64,1551
148628.34,1552
144196.98,1553
128508.86,1554
147097.47,1555
102779.0,1556
111863.65,1557
90384.086,1558
103340.58,1559
130498.73,1560
106189.29,1561
121576.625,1562
105255.17,1563
157699.97,1564
137724.64,1565
242143.03,1566
56560.938,1567
206482.83,1568
119856.805,1569
116242.68,1570
108703.414,1571
129294.58,1572
243057.06,1573
115381.88,1574
228879.34,1575
240677.62,1576
181432.28,1577
121910.84,1578
127046.67,1579
189073.36,1580
148532.03,1581
119106.695,1582
311239.8,1583
213662.52,1584
134765.64,1585
70200.414,1586
96799.36,1587
134014.12,1588
91319.62,1589
133716.39,1590
93443.74,1591
116758.52,1592
102143.88,1593
138257.11,1594
93435.79,1595
206283.6,1596
161406.72,1597
182996.33,1598
164118.78,1599
162896.56,1600
74509.72,1601
99067.38,1602
89309.94,1603
249298.8,1604
257053.72,1605
153510.86,1606
160505.95,1607
201820.19,1608
178347.6,1609
145693.22,1610
118653.336,1611
163661.3,1612
151657.5,1613
127123.914,1614
102052.375,1615
79386.58,1616
90888.35,1617
117446.97,1618
135989.25,1619
160728.95,1620
137416.05,1621
126771.734,1622
248141.55,1623
207193.25,1624
113209.59,1625
170377.39,1626
183109.25,1627
266344.78,1628
160333.8,1629
364852.06,1630
195415.27,1631
222784.72,1632
157977.36,1633
182811.58,1634
168093.81,1635
146132.53,1636
196917.64,1637
189334.36,1638
172499.73,1639
252574.48,1640
176124.17,1641
222324.45,1642
217671.67,1643
212436.5,1644
218084.7,1645
153546.97,1646
150527.86,1647
133698.55,1648
143521.36,1649
117403.74,1650
112897.01,1651
111757.336,1652
119281.23,1653
143786.97,1654
146259.86,1655
139677.14,1656
139475.5,1657
143616.72,1658
119067.94,1659
148910.58,1660
386184.16,1661
372191.75,1662
344008.4,1663
452957.78,1664
277560.66,1665
317200.9,1666
335701.0,1667
308595.72,1668
273809.4,1669
308231.72,1670
271651.25,1671
392124.16,1672
270921.3,1673
237335.92,1674
184340.95,1675
191472.06,1676
209446.36,1677
413775.72,1678
344402.06,1679
298424.56,1680
225613.22,1681
303088.75,1682
176317.36,1683
174142.11,1684
165191.45,1685
164582.52,1686
158182.52,1687
186360.16,1688
183673.38,1689
184860.78,1690
175329.14,1691
249945.7,1692
155293.28,1693
173240.97,1694
155221.72,1695
275348.88,1696
161187.72,1697
345099.56,1698
283044.66,1699
244057.42,1700
265194.97,1701
240284.03,1702
247191.7,1703
280419.8,1704
213462.06,1705
433979.22,1706
186616.2,1707
188251.8,1708
255808.11,1709
213186.52,1710
260521.56,1711
258134.06,1712
271451.78,1713
220960.62,1714
202301.94,1715
185167.02,1716
170658.84,1717
128452.06,1718
199825.53,1719
214586.83,1720
168307.89,1721
119876.914,1722
155949.39,1723
200658.8,1724
229513.16,1725
183540.94,1726
154088.47,1727
174674.78,1728
165369.47,1729
153179.4,1730
123207.58,1731
124247.59,1732
103243.28,1733
114857.42,1734
129053.92,1735
122598.76,1736
324290.22,1737
232721.06,1738
307240.6,1739
201567.16,1740
187221.81,1741
165425.05,1742
165297.03,1743
321534.38,1744
200529.08,1745
192771.19,1746
196971.58,1747
236396.95,1748
136386.28,1749
149941.25,1750
232714.33,1751
108590.95,1752
151507.27,1753
207020.05,1754
151254.42,1755
126535.83,1756
118731.734,1757
126753.38,1758
158422.38,1759
159901.05,1760
150010.83,1761
176222.52,1762
155373.81,1763
103922.484,1764
172562.86,1765
183381.33,1766
261874.48,1767
137472.73,1768
164312.02,1769
154424.34,1770
117943.04,1771
125222.625,1772
119444.055,1773
126786.51,1774
136105.81,1775
109944.33,1776
105172.734,1777
127541.8,1778
106543.49,1779
179353.11,1780
120215.24,1781
75922.68,1782
138844.8,1783
96320.875,1784
112242.87,1785
161570.1,1786
158264.2,1787
45404.734,1788
87682.66,1789
58937.695,1790
202941.25,1791
167770.52,1792
125074.164,1793
151235.22,1794
132652.1,1795
107569.77,1796
129039.22,1797
116266.77,1798
115098.65,1799
104303.22,1800
123212.766,1801
140500.7,1802
157458.6,1803
136268.22,1804
134701.4,1805
131359.42,1806
122790.96,1807
108636.1,1808
117395.81,1809
142933.11,1810
115396.97,1811
101833.21,1812
127255.73,1813
74979.055,1814
73241.15,1815
98474.89,1816
82793.766,1817
145506.16,1818
125510.4,1819
45602.734,1820
113231.586,1821
149957.94,1822
50881.383,1823
116549.79,1824
129614.81,1825
96273.63,1826
99521.484,1827
134031.02,1828
109354.69,1829
137100.66,1830
156626.34,1831
88327.02,1832
137695.6,1833
124286.9,1834
140361.98,1835
129375.82,1836
102563.95,1837
153792.69,1838
100379.99,1839
163404.19,1840
123743.766,1841
84266.516,1842
130477.664,1843
115018.15,1844
127440.56,1845
135240.23,1846
135667.02,1847
52032.1,1848
96101.46,1849
109759.336,1850
147391.36,1851
116599.0,1852
119500.55,1853
157592.33,1854
137644.55,1855
218422.58,1856
129262.2,1857
124788.586,1858
106101.914,1859
149799.38,1860
105637.055,1861
309226.8,1862
308576.88,1863
308583.22,1864
318401.97,1865
318111.4,1866
228725.94,1867
308057.44,1868
212711.89,1869
224528.81,1870
228280.42,1871
162720.33,1872
229322.0,1873
142609.06,1874
207036.05,1875
198766.61,1876
209217.38,1877
200440.97,1878
117184.91,1879
138114.72,1880
257734.7,1881
238943.47,1882
182084.39,1883
203008.73,1884
252068.77,1885
284263.97,1886
214820.69,1887
274812.75,1888
161228.69,1889
115618.875,1890
138295.03,1891
95770.07,1892
123922.51,1893
111112.17,1894
134077.17,1895
114655.99,1896
117107.01,1897
119387.914,1898
127812.73,1899
142167.4,1900
151389.7,1901
120368.91,1902
188905.11,1903
125957.07,1904
175036.88,1905
158265.3,1906
176585.22,1907
128482.09,1908
152851.02,1909
137564.4,1910
188612.12,1911
327157.22,1912
165045.38,1913
62476.89,1914
262763.22,1915
66528.9,1916
260127.58,1917
128157.85,1918
178716.67,1919
162053.3,1920
366518.78,1921
272395.44,1922
231109.78,1923
214787.7,1924
211582.83,1925
352839.2,1926
130109.445,1927
151351.53,1928
117204.89,1929
117708.31,1930
132410.72,1931
134640.88,1932
171206.62,1933
174723.72,1934
165310.5,1935
172303.6,1936
170210.03,1937
157660.11,1938
239811.83,1939
174791.03,1940
172310.5,1941
175571.38,1942
185347.02,1943
279523.7,1944
343856.9,1945
130524.72,1946
287689.66,1947
168231.02,1948
234613.73,1949
189396.34,1950
259899.67,1951
204024.23,1952
177073.22,1953
199314.28,1954
130451.52,1955
316217.94,1956
152521.34,1957
306903.47,1958
134269.22,1959
106356.734,1960
120683.57,1961
106977.234,1962
123868.51,1963
106876.85,1964
141593.77,1965
144955.38,1966
259378.9,1967
372703.03,1968
358370.66,1969
396249.34,1970
421490.66,1971
354648.2,1972
254950.8,1973
308519.53,1974
429426.38,1975
287353.84,1976
323179.47,1977
326616.97,1978
294449.72,1979
182650.73,1980
318207.94,1981
222250.23,1982
197582.64,1983
170598.23,1984
233412.83,1985
236049.12,1986
175853.53,1987
164559.94,1988
185949.53,1989
204187.23,1990
221689.88,1991
214130.03,1992
168415.16,1993
234813.78,1994
179831.66,1995
252125.19,1996
284000.0,1997
323475.44,1998
240523.3,1999
302277.25,2000
252582.73,2001
253819.2,2002
249945.36,2003
284169.5,2004
227465.34,2005
202829.81,2006
256077.28,2007
200743.23,2008
184525.11,2009
188338.3,2010
135735.5,2011
172520.72,2012
164927.86,2013
169097.69,2014
184476.0,2015
177744.55,2016
179413.5,2017
116428.45,2018
136901.12,2019
102964.03,2020
108981.09,2021
174912.77,2022
139681.84,2023
260425.7,2024
343922.88,2025
165486.36,2026
143935.12,2027
164481.88,2028
158075.0,2029
264205.78,2030
238917.77,2031
235996.08,2032
258017.66,2033
163224.81,2034
216118.95,2035
195714.5,2036
201395.67,2037
282043.8,2038
193678.58,2039
289083.34,2040
282351.3,2041
196385.56,2042
170241.83,2043
178690.42,2044
194406.8,2045
121076.48,2046
137403.55,2047
135866.94,2048
119634.766,2049
168282.58,2050
90114.62,2051
120009.36,2052
135652.9,2053
89832.36,2054
151938.55,2055
143064.17,2056
110683.47,2057
201911.83,2058
128989.734,2059
168700.44,2060
163062.92,2061
122163.46,2062
102781.61,2063
133223.31,2064
113014.234,2065
150885.11,2066
93769.82,2067
126035.77,2068
70593.94,2069
116623.125,2070
88041.03,2071
118579.56,2072
125846.51,2073
195256.31,2074
142359.72,2075
114456.4,2076
129024.47,2077
114308.83,2078
134337.92,2079
122872.09,2080
127074.09,2081
98852.35,2082
137893.95,2083
100835.305,2084
112364.97,2085
124953.91,2086
122271.09,2087
98114.11,2088
72539.516,2089
132066.83,2090
103898.75,2091
126485.12,2092
118422.875,2093
100528.3,2094
136420.22,2095
79843.82,2096
88109.766,2097
133196.9,2098
67895.34,2099
71306.15,2100
106044.66,2101
143009.11,2102
90505.89,2103
146979.1,2104
109730.75,2105
57622.832,2106
205785.88,2107
119372.29,2108
100106.35,2109
116044.72,2110
154790.25,2111
128152.34,2112
114750.57,2113
122270.484,2114
151942.38,2115
107928.92,2116
143029.06,2117
102730.16,2118
116548.61,2119
116817.375,2120
80306.45,2121
110274.64,2122
87889.516,2123
160575.03,2124
137727.06,2125
132982.31,2126
158173.06,2127
138556.89,2128
90429.99,2129
140929.38,2130
146060.22,2131
115722.875,2132
121509.805,2133
118390.305,2134
90985.31,2135
105423.17,2136
112711.03,2137
131037.66,2138
138666.05,2139
132978.9,2140
136531.34,2141
125930.586,2142
133359.95,2143
116315.484,2144
133185.95,2145
